img,title,console,genre,publisher,developer,vg_score,critic_score,user_score,total_shipped,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,last_update
/games/boxart/full_4313557AmericaFrontccc.jpg,Far Cry 5,XOne,Action,Ubisoft,Ubisoft Montreal,,7.2,,,1.78,1.14,,0.47,0.17,2018-03-27,2018-02-28
/games/boxart/full_1468140PALFrontccc.jpg,Mad Max (2013),PC,Action,Warner Bros. Interactive Entertainment,Avalanche Studios,,,,1.78,,,,,,2015-09-01,2018-01-05
/games/boxart/8801129ccc.jpg,50 Cent: Bulletproof,PS2,Action,Vivendi Games,Genuine,,,,,1.77,0.85,,0.76,0.16,2005-11-17,
/games/boxart/1623321ccc.jpg,Dynasty Warriors 3,PS2,Action,KOEI,Omega Force,,,,1.77,,,,,,2001-11-26,
/games/boxart/8044547ccc.jpg,State of Emergency,PS2,Action,Rockstar Games,VIS Entertainment,,8.0,,,1.76,0.86,,0.67,0.22,2002-02-12,
/games/boxart/full_8403039AmericaFrontccc.jpg,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,Action,THQ,Helixe / Altron,,,,,1.76,1.26,,0.47,0.03,2007-02-27,
/games/boxart/full_664593AmericaFrontccc.jpg,Just Cause 2,PS3,Action,Square Enix,Avalanche Studios,7.8,8.3,,,1.75,0.45,0.06,0.92,0.32,2010-03-23,
/games/boxart/full_8487538PALFrontccc.jpg,Metal Gear Solid V: The Phantom Pain,PC,Action,Konami Digital Entertainment,Kojima Productions,,,,1.75,,,,,,2015-09-01,2018-05-04
/games/boxart/full_7143174AmericaFrontccc.jpg,For Honor,PS4,Action,Ubisoft,Ubisoft Montreal,,,,,1.75,0.73,0.07,0.66,0.28,2017-02-14,2018-01-09
/games/boxart/full_1835960AmericaFrontccc.jpg,Cuphead,PC,Action,Studio MDHR,Studio MDHR,,,,1.74,,,,,,2017-09-29,2020-08-01
/games/boxart/9052333ccc.jpg,Twisted Metal III,PS,Action,989 Studios,989 Studios,,4.4,,,1.73,1.48,,0.2,0.05,1998-10-31,
/games/boxart/full_8418324AmericaFrontccc.jpg,Harry Potter and the Sorcerer's Stone,GB,Action,Electronic Arts,Griptonite Games,,,,,1.73,0.94,0.1,0.62,0.07,2001-11-21,
/games/boxart/3054904ccc.jpg,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,Action,Rockstar Games,Rockstar North,,9.7,,,1.72,0.85,,0.66,0.22,2003-10-21,
/games/boxart/full_1099822PALFrontccc.jpg,Hitman: Absolution,X360,Action,Square Enix,IO Interactive,8.7,,,,1.7,0.68,0.01,0.88,0.13,2012-11-20,
/games/boxart/full_518817AmericaFrontccc.jpg,Devil May Cry 2,PS2,Action,Capcom,Capcom,,6.5,,1.7,,,,,,2003-01-25,
/games/boxart/8326950ccc.jpg,Dynasty Warriors 5,PS2,Action,KOEI,Omega Force,,,,1.7,,,,,,2005-03-29,
/games/boxart/full_5849481AmericaFrontccc.jpg,Final Fantasy Tactics Advance,GBA,Action,Nintendo,Square Enix,,,,1.7,,,,,,2003-09-08,
/games/boxart/6582362ccc.gif,Ben 10: Protector of Earth,DS,Action,D3 Publisher,1st Playable Productions,,,,,1.7,0.68,,0.82,0.19,2007-10-30,
/games/boxart/full_7054702AmericaFrontccc.jpg,Saints Row IV,X360,Action,Deep Silver,Volition Inc.,9.0,,,,1.69,1.01,0.01,0.51,0.15,2013-08-20,2018-04-02
/games/boxart/1789636ccc.jpg,Harry Potter and the Sorcerer's Stone,GBA,Action,Electronic Arts,Griptonite Games,,6.6,,,1.69,0.87,0.08,0.66,0.08,2001-11-15,
/games/boxart/full_5633056AmericaFrontccc.jpg,Saints Row 2,PS3,Action,THQ,Volition Inc.,,7.9,,,1.68,0.88,0.02,0.54,0.24,2008-10-14,2018-04-02
/games/boxart/full_17001AmericaFrontccc.jpg,Star Wars The Clone Wars: Lightsaber Duels,Wii,Action,LucasArts,Krome Studios,,,,,1.65,1.21,,0.3,0.14,2008-11-11,
/games/boxart/full_2340135AmericaFrontccc.jpg,Kirby: Planet Robobot,3DS,Action,Nintendo,HAL Laboratory,,7.7,,1.64,,,,,,2016-06-10,2018-04-20
/games/boxart/full_uncharted-golden-abyss_991AmericaFront.jpg,Uncharted: Golden Abyss,PSV,Action,Sony Computer Entertainment,SCEA Bend Studio / Naughty Dog,8.4,7.9,,,1.62,0.53,0.13,0.71,0.25,2012-02-15,
/games/boxart/full_3824266AmericaFrontccc.jpg,Marvel Ultimate Alliance 3: The Black Order,NS,Action,Nintendo,Team Ninja,,,,1.6,,,,,,2019-07-19,2019-06-12
/games/boxart/2169923ccc.jpg,Resident Evil 4,GC,Action,Capcom,Capcom Production Studio 4,,9.6,,1.6,,,,,,2005-01-11,
/games/boxart/full_2327598AmericaFrontccc.jpg,Just Cause 2,X360,Action,Square Enix,Avalanche Studios,7.8,8.0,,,1.6,0.59,0.02,0.83,0.17,2010-03-23,
/games/boxart/full_1783749AmericaFrontccc.jpg,Devil May Cry 4,PS3,Action,Capcom,Capcom,,8.2,8.2,,1.58,0.58,0.34,0.45,0.2,2008-02-05,
/games/boxart/full_7538612AmericaFrontccc.jpg,Batman: Arkham Knight,XOne,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,,,,,1.58,0.97,,0.46,0.14,2015-06-23,2018-01-04
/games/boxart/full_lego-pirates-of-the-caribbean-the-video-game_531AmericaFront.jpg,LEGO Pirates of the Caribbean: The Video Game,Wii,Action,Disney Interactive Studios,Traveller's Tales,,7.5,,,1.57,0.73,,0.69,0.15,2011-05-10,
/games/boxart/full_880273AmericaFrontccc.jpg,Mark of the Ninja,PC,Action,Microsoft Studios,Klei Entertainment,,9.3,,1.56,,,,,,2012-10-16,2018-08-12
/games/boxart/full_409483AmericaFrontccc.jpg,Hannah Montana: Music Jam,DS,Action,Disney Interactive Studios,Fall Line Studio,,,,,1.56,1.05,,0.36,0.15,2007-10-16,
/games/boxart/full_1377891AmericaFrontccc.jpg,Twisted Metal,PS,Action,Sony Computer Entertainment,SingleTrac,,7.0,,,1.56,1.32,,0.19,0.05,1995-11-05,
/games/boxart/full_mafia-ii_1AmericaFront.jpg,Mafia II,X360,Action,2K Games,Illusion Softworks,,7.2,,,1.56,0.85,,0.55,0.15,2010-08-24,
/games/boxart/6986704ccc.jpg,Spider-Man 2: Enter: Electro,PS,Action,Activision,Vicarious Visions,,,,,1.55,0.57,0.02,0.87,0.09,2001-10-17,
/games/boxart/full_7837080AmericaFrontccc.jpg,Hitman,PC,Action,Square Enix,IO Interactive,,,,1.53,,,,,,2016-03-11,2018-05-01
/games/boxart/1099086ccc.jpg,Onimusha 3: Demon Siege,PS2,Action,Capcom,Capcom,,,,1.52,,,,,,2004-04-27,
/games/boxart/4178953ccc.jpg,Pac-Man World 2,PS2,Action,Namco,Namco,,,,,1.51,1.26,,0.05,0.21,2002-02-24,
/games/boxart/full_4437631AmericaFrontccc.jpg,How to Survive,PC,Action,505 Games,EKO Software,,,,1.51,,,,,,2013-10-23,
/games/boxart/full_star-wars-the-force-unleashed-ii_2AmericaFront.jpg,Star Wars: The Force Unleashed II,PS3,Action,LucasArts,LucasArts,7.8,6.3,,,1.51,0.8,,0.5,0.21,2010-10-26,
/games/boxart/full_2164312AmericaFrontccc.png,Bayonetta 2,All,Action,Nintendo,PlatinumGames,,,,1.51,,,,,,2014-10-24,2020-11-24
/games/boxart/full_6977688AmericaFrontccc.jpg,Metal Gear Rising: Revengeance,PS3,Action,Konami Digital Entertainment,PlatinumGames,6.8,9.0,,,1.5,0.47,0.44,0.41,0.18,2013-02-19,2018-01-12
/games/boxart/full_9887583AmericaFrontccc.jpg,American McGee's Alice,PC,Action,Electronic Arts,Rogue Entertainment,,,,1.5,,,,,,2000-12-06,
/games/boxart/3606492ccc.gif,Bully,PS2,Action,Rockstar Games,Rockstar Vancouver,,,,1.5,,,,,,2006-10-17,
/games/boxart/full_7496472AmericaFrontccc.jpg,Dead Rising 4,All,Action,Microsoft Studios,Capcom,,,,1.5,,,,,,2016-12-06,2020-10-10
/games/boxart/full_2157803AmericaFrontccc.jpg,Heavenly Sword,PS3,Action,Sony Computer Entertainment,Ninja Theory,,8.0,,1.5,,,,,,2007-09-12,
/games/boxart/full_4570374AmericaFrontccc.jpg,Nightmare Creatures,All,Action,Activision,Kalisto Entertainment,,,,1.5,,,,,,1997-09-30,2021-05-22
/games/boxart/full_9095196AmericaFrontccc.jpg,Resident Evil: Revelations Collection,NS,Action,Capcom,Capcom,,,,1.5,,,,,,2017-11-28,2018-03-15
/games/boxart/full_5242394AmericaFrontccc.png,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,All,Action,Konami,Konami,,,,1.5,,,,,,2005-11-01,2022-09-29
/games/boxart/full_131208AmericaFrontccc.jpg,Warriors Orochi,All,Action,KOEI,Omega Force,,,,1.5,,,,,,2007-09-18,2020-10-17
/games/boxart/8977809ccc.jpg,Pac-Man World,PS,Action,Namco,Namco,,,,,1.5,1.21,0.1,0.14,0.04,1999-09-30,
/games/boxart/full_mafia-ii_4AmericaFront.jpg,Mafia II,PS3,Action,2K Games,Illusion Softworks,,7.0,,,1.49,0.5,0.04,0.7,0.25,2010-08-24,
/games/boxart/full_dead-rising-2_9AmericaFront.jpg,Dead Rising 2,X360,Action,Capcom,Blue Castle Games,6.8,8.2,,,1.49,0.75,0.09,0.53,0.13,2010-09-28,
/games/boxart/full_lego-star-wars-iii-the-clone-wars_502AmericaFront.jpg,LEGO Star Wars III: The Clone Wars,X360,Action,LucasArts,Traveller's Tales,,7.9,,,1.48,0.84,,0.51,0.13,2011-03-22,
/games/boxart/full_final-fight_2AmericaFront.jpg,Final Fight,SNES,Action,Capcom,Capcom,,10.0,,1.48,,,,,,1991-11-10,
/games/boxart/full_9890219AmericaFrontccc.png,The Incredible Hulk,All,Action,Sega,Edge of Reality,,,,1.48,,,,,,2008-06-05,2020-11-13
/games/boxart/1345535ccc.jpg,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,Action,Ubisoft,Ubisoft Shanghai,,9.2,9.0,,1.48,0.82,,0.59,0.07,2004-03-23,
/games/boxart/full_1130191AmericaFrontccc.jpg,Dying Light,XOne,Action,Warner Bros. Interactive Entertainment,Techland,,,,,1.47,1.01,0.01,0.31,0.14,2016-02-06,2018-05-04
/games/boxart/3801642ccc.jpg,The SpongeBob SquarePants Movie,GBA,Action,THQ,WayForward,,,,,1.46,1.02,,0.38,0.06,2004-10-27,
/games/boxart/full_3589977PALFrontccc.png,One Piece Pirate Warriors,PS3,Action,Namco Bandai Games,Omega Force,7.6,,,1.45,,,,,,2012-09-25,2018-01-12
/games/boxart/3125319ccc.jpg,Resident Evil Outbreak,PS2,Action,Capcom,Capcom Production Studio 1,,7.1,,1.45,,,,,,2004-03-31,
/games/boxart/full_601061AmericaFrontccc.jpg,Assassin's Creed Syndicate,XOne,Action,Ubisoft,Ubisoft Quebec,,,,,1.44,0.71,,0.61,0.12,2015-10-23,2018-01-14
/games/boxart/full_988743AmericaFrontccc.jpg,Attack on Titan,Series,Action,Spike Chunsoft,Spike Chunsoft,,,,1.44,,,,,,2013-12-05,2020-03-24
/games/boxart/full_star-wars-the-force-unleashed-ii_9AmericaFront.jpg,Star Wars: The Force Unleashed II,X360,Action,LucasArts,LucasArts,,6.3,,,1.44,0.95,,0.37,0.12,2010-10-26,
/games/boxart/full_5179035AmericaFrontccc.jpg,Frogger 2: Swampy's Revenge,PS,Action,Hasbro Interactive,Blitz Games,,,,,1.43,0.8,,0.54,0.09,2000-10-10,
/games/boxart/full_388041AmericaFrontccc.jpg,Middle-Earth: Shadow of Mordor,XOne,Action,Warner Bros. Interactive Entertainment,Monolith Productions,,,,,1.42,0.77,0.01,0.52,0.12,2014-09-30,2018-05-04
/games/boxart/full_1021105AmericaFrontccc.jpg,LEGO Star Wars: The Video Game,GC,Action,Eidos Interactive,Traveller's Tales,,7.9,,,1.41,1.09,,0.28,0.04,2005-10-25,
/games/boxart/442847ccc.jpg,LEGO Star Wars II: The Original Trilogy,PSP,Action,LucasArts,Traveller's Tales,,8.4,,,1.41,0.58,,0.51,0.32,2006-09-12,
/games/boxart/4081081ccc.jpg,The Lion King,GEN,Action,Virgin Interactive,Westwood Studios,,,,,1.41,0.97,0.03,0.37,0.05,1994-12-08,
/games/boxart/2125308ccc.jpg,Spider-Man: The Movie,XB,Action,Activision,Treyarch,,7.7,,,1.4,1.07,,0.28,0.05,2002-04-15,
/games/boxart/full_8051823AmericaFrontccc.jpg,Nioh 2,PS4,Action,Sony Interactive Entertainment,Team Ninja,,,,1.4,,,,,,2020-03-13,2020-05-15
/games/boxart/full_pokemon-rumble-blast_685AmericaFront.jpg,Pokémon Rumble Blast,3DS,Action,Nintendo,Ambrella,5.6,5.3,,1.4,,,,,,2011-10-24,
/games/boxart/8279816ccc.jpg,Resident Evil - Code: Veronica X,PS2,Action,Capcom,Capcom,,8.4,,1.4,,,,,,2001-08-21,
/games/boxart/full_2938427PALFrontccc.jpg,Batman: Arkham Knight,PC,Action,Warner Bros. Interactive Entertainment,Rocksteady Studios,,,,1.4,,,,,,2015-06-23,2018-01-04
/games/boxart/full_938056AmericaFrontccc.jpg,Toy Story 3: The Video Game,Wii,Action,Disney Interactive Studios,Avalanche Software,,,,,1.39,0.63,,0.62,0.14,2010-06-15,
/games/boxart/9890373ccc.jpg,Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,Action,Konami,Konami,,,,,1.39,1.05,0.15,0.17,0.02,1992-02-01,
/games/boxart/full_2785243AmericaFrontccc.jpg,Hannah Montana: Spotlight World Tour,Wii,Action,Disney Interactive Studios,Avalanche Software,,,,,1.39,0.87,,0.38,0.13,2007-11-06,
/games/boxart/full_3902291AmericaFrontccc.jpg,Bakugan: Battle Brawlers,DS,Action,Activision,MTO,,6.4,,,1.38,1.26,,0.02,0.1,2009-10-20,
/games/boxart/7255090ccc.jpg,True Crime: Streets of LA,XB,Action,Activision,Luxoflux,,,,,1.38,0.96,,0.37,0.05,2003-11-03,
/games/boxart/full_dead-rising-2_5AmericaFront.jpg,Dead Rising 2,PS3,Action,Capcom,Blue Castle Games,,8.1,,,1.37,0.43,0.15,0.57,0.22,2010-09-28,
/games/boxart/full_kid-icarus-uprising_513AmericaFront.jpg,Kid Icarus: Uprising,3DS,Action,Nintendo,Project Sora,9.2,8.0,,1.37,,,,,,2012-03-23,2018-01-05
/games/boxart/full_7773841AmericaFrontccc.jpg,Yu-Gi-Oh! The Duelists of the Roses,PS2,Action,Konami,Konami,,7.0,,1.37,,,,,,2003-02-16,
/games/boxart/full_metroid-other-m_7AmericaFront.jpg,Metroid: Other M,Wii,Action,Nintendo,Nintendo SPD Production Group 1/Team Ninja,8.4,7.7,,,1.36,0.85,0.13,0.28,0.1,2010-08-31,
/games/boxart/7409580ccc.jpg,Resident Evil,GC,Action,Capcom,Capcom,,8.9,,1.35,,,,,,2002-04-30,
/games/boxart/full_9236363AmericaFrontccc.png,Watch Dogs 2,XOne,Action,Ubisoft,Ubisoft,,,,,1.35,0.71,,0.53,0.12,2016-11-15,
/games/boxart/full_7623118AmericaFrontccc.jpg,Devil May Cry 4,X360,Action,Capcom,Capcom,,8.5,,,1.34,0.79,0.08,0.34,0.13,2008-02-05,
/games/boxart/full_7865730AmericaFrontccc.jpg,Saints Row IV,PS3,Action,Deep Silver,Volition Inc.,,,,,1.33,0.58,0.09,0.45,0.21,2013-08-20,2018-04-02
/games/boxart/full_1170189AmericaFrontccc.jpg,Alan Wake,X360,Action,Microsoft Game Studios,Remedy Entertainment,9.2,8.3,,,1.33,0.66,0.05,0.5,0.12,2010-05-18,
/games/boxart/full_7480644AmericaFrontccc.jpg,Astral Chain,NS,Action,Nintendo,PlatinumGames,,,,1.33,,,,,,2019-08-30,2019-06-12
/games/boxart/full_8858872AmericaFrontccc.jpg,Fighting Force,PS,Action,Eidos Interactive,Core Design Ltd.,,,,,1.32,0.73,,0.5,0.09,1997-10-31,
/games/boxart/full_6903656AmericaFrontccc.jpg,Geometry Dash,PC,Action,Unknown,RobTop Games,,,,1.32,,,,,,,2019-02-03
/games/boxart/full_8752118PALFrontccc.jpg,Resident Evil 6,PC,Action,Capcom,Capcom,,,,1.32,,,,,,2013-03-22,2019-01-03
/games/boxart/full_7470648AmericaFrontccc.jpg,Thief,PC,Action,Square Enix,Eidos Montreal,,,,1.31,,,,,,2014-02-25,2018-01-04
/games/boxart/full_3384417AmericaFrontccc.jpg,[Prototype],X360,Action,Activision,Radical Entertainment,,7.9,,,1.31,0.84,,0.35,0.12,2009-06-09,
/games/boxart/full_6115800AmericaFrontccc.jpg,Who's Your Daddy,PC,Action,Unknown,Evil Tortilla Games,,,,1.31,,,,,,,2019-02-03
/games/boxart/full_289274AmericaFrontccc.jpg,Devil May Cry 3: Dante's Awakening,PS2,Action,Capcom,Capcom,,8.6,,1.3,,,,,,2005-03-01,
/games/boxart/full_1232297AmericaFrontccc.jpg,Kinect Star Wars,X360,Action,Microsoft Studios,Terminal Reality,5.0,,,1.3,,,,,,2012-04-03,2018-09-29
/games/boxart/full_1821842AmericaFrontccc.jpg,Ryse: Son of Rome,XOne,Action,Microsoft Studios,Crytek,6.2,,,1.3,,,,,,2013-11-22,2018-03-24
/games/boxart/full_9105098AmericaFrontccc.jpg,Assassin's Creed: Rogue,PS3,Action,Ubisoft,Ubisoft Sofia,,,,,1.3,0.46,0.07,0.57,0.2,2014-11-11,2018-01-14
/games/boxart/full_7853410PALFrontccc.jpg,The Escapists,PC,Action,Team17 Software,Mouldy Toof Studios,,,,1.3,,,,,,2014-08-20,
/games/boxart/1435179ccc.jpg,Army Men 3D,PS,Action,3DO,3DO,,,,,1.28,1.1,,0.14,0.04,1999-02-28,
/games/boxart/full_9250565AmericaFrontccc.jpg,Manhunt,PS2,Action,Rockstar Games,Rockstar North,,8.0,,,1.28,0.63,,0.49,0.16,2003-11-18,
/games/boxart/full_344406AmericaFrontccc.jpg,Jet Li: Rise to Honor,PS2,Action,Sony Computer Entertainment,Sony Computer Entertainment America,,,,,1.27,0.62,,0.48,0.16,2004-02-17,
